date,temp_max,temp_min,precipitation,wind_max,humidity_max,cloudcover,city,lat,lon
2023-08-02,35.6,22.9,0.5,18.2,41,32,Albuquerque,35.0844,-106.6504
2023-08-03,35.0,22.3,0.0,13.8,46,21,Albuquerque,35.0844,-106.6504
2023-08-04,37.3,22.6,0.0,12.0,31,9,Albuquerque,35.0844,-106.6504
2023-08-05,38.9,23.2,0.0,25.1,19,14,Albuquerque,35.0844,-106.6504
2023-08-06,39.1,23.9,0.0,35.1,17,25,Albuquerque,35.0844,-106.6504
2023-08-07,32.5,22.1,1.2,28.1,56,60,Albuquerque,35.0844,-106.6504
2023-08-08,32.2,20.7,1.6,34.7,58,56,Albuquerque,35.0844,-106.6504
2023-08-09,35.8,19.1,0.0,25.6,60,54,Albuquerque,35.0844,-106.6504
2023-08-10,34.6,20.5,0.0,20.0,58,42,Albuquerque,35.0844,-106.6504
2023-08-11,34.7,20.9,0.0,22.9,59,60,Albuquerque,35.0844,-106.6504
2023-08-12,32.9,20.2,0.0,16.8,58,68,Albuquerque,35.0844,-106.6504
2023-08-13,33.2,21.0,0.0,24.5,55,56,Albuquerque,35.0844,-106.6504
2023-08-14,31.3,21.4,0.3,24.5,65,69,Albuquerque,35.0844,-106.6504
2023-08-15,33.4,19.6,0.0,12.2,56,61,Albuquerque,35.0844,-106.6504
2023-08-16,34.7,22.4,0.0,27.6,46,38,Albuquerque,35.0844,-106.6504
2023-08-17,34.0,22.5,0.1,24.0,51,62,Albuquerque,35.0844,-106.6504
2023-08-18,35.8,21.5,0.0,17.7,46,18,Albuquerque,35.0844,-106.6504
2023-08-19,36.7,21.2,0.0,30.7,38,31,Albuquerque,35.0844,-106.6504
2023-08-20,36.4,21.9,0.0,31.0,36,18,Albuquerque,35.0844,-106.6504
2023-08-21,34.7,22.7,0.0,27.7,39,23,Albuquerque,35.0844,-106.6504
2023-08-22,34.3,20.8,0.0,25.1,51,42,Albuquerque,35.0844,-106.6504
2023-08-23,29.5,20.0,1.0,21.7,74,81,Albuquerque,35.0844,-106.6504
2023-08-24,29.9,18.1,3.0,18.1,91,50,Albuquerque,35.0844,-106.6504
2023-08-25,32.1,20.4,7.8,17.4,92,32,Albuquerque,35.0844,-106.6504
2023-08-26,32.0,19.9,13.2,17.7,93,58,Albuquerque,35.0844,-106.6504
2023-08-27,32.4,19.0,0.0,14.2,78,32,Albuquerque,35.0844,-106.6504
2023-08-28,33.2,19.9,0.0,27.8,66,10,Albuquerque,35.0844,-106.6504
2023-08-29,32.2,18.4,0.0,26.5,74,8,Albuquerque,35.0844,-106.6504
2023-08-30,33.6,18.6,0.0,19.5,63,4,Albuquerque,35.0844,-106.6504
2023-08-31,35.5,21.8,0.0,14.4,45,3,Albuquerque,35.0844,-106.6504
2023-09-01,34.8,21.6,0.0,27.1,28,33,Albuquerque,35.0844,-106.6504
2023-09-02,34.8,19.3,0.0,18.4,38,19,Albuquerque,35.0844,-106.6504
2023-09-03,33.6,20.4,0.0,12.6,51,17,Albuquerque,35.0844,-106.6504
2023-09-04,32.5,19.3,0.0,27.9,49,2,Albuquerque,35.0844,-106.6504
2023-09-05,32.2,17.6,0.0,16.0,48,0,Albuquerque,35.0844,-106.6504
2023-09-06,34.5,16.2,0.0,20.0,39,2,Albuquerque,35.0844,-106.6504
2023-09-07,36.8,19.7,0.0,15.6,33,8,Albuquerque,35.0844,-106.6504
2023-09-08,35.0,17.5,0.0,15.0,37,15,Albuquerque,35.0844,-106.6504
2023-09-09,34.3,18.0,0.0,10.9,42,22,Albuquerque,35.0844,-106.6504
2023-09-10,33.4,21.1,0.0,19.9,38,95,Albuquerque,35.0844,-106.6504
2023-09-11,27.8,17.9,4.0,34.5,78,63,Albuquerque,35.0844,-106.6504
2023-09-12,21.8,16.0,10.8,22.3,85,94,Albuquerque,35.0844,-106.6504
2023-09-13,24.3,15.4,1.2,11.5,94,60,Albuquerque,35.0844,-106.6504
2023-09-14,24.5,13.2,0.0,20.0,84,18,Albuquerque,35.0844,-106.6504
2023-09-15,25.3,13.2,0.0,25.4,88,10,Albuquerque,35.0844,-106.6504
2023-09-16,25.1,12.9,0.0,8.6,87,3,Albuquerque,35.0844,-106.6504
2023-09-17,26.8,12.7,0.2,14.8,87,68,Albuquerque,35.0844,-106.6504
2023-09-18,28.4,14.2,0.1,16.7,71,18,Albuquerque,35.0844,-106.6504
2023-09-19,29.1,14.1,0.0,17.9,80,0,Albuquerque,35.0844,-106.6504
2023-09-20,27.2,12.4,0.0,28.7,56,57,Albuquerque,35.0844,-106.6504
2023-09-21,29.9,16.1,0.0,31.4,66,32,Albuquerque,35.0844,-106.6504
2023-09-22,30.1,15.8,0.0,16.4,72,50,Albuquerque,35.0844,-106.6504
2023-09-23,28.1,15.0,0.0,24.0,46,67,Albuquerque,35.0844,-106.6504
2023-09-24,27.9,14.0,0.0,19.1,77,12,Albuquerque,35.0844,-106.6504
2023-09-25,29.7,12.5,0.0,12.1,62,0,Albuquerque,35.0844,-106.6504
2023-09-26,30.1,14.0,0.0,15.2,79,3,Albuquerque,35.0844,-106.6504
2023-09-27,30.2,15.6,0.0,11.2,56,3,Albuquerque,35.0844,-106.6504
2023-09-28,31.8,16.7,0.0,15.9,49,38,Albuquerque,35.0844,-106.6504
2023-09-29,30.5,17.1,0.0,21.7,33,2,Albuquerque,35.0844,-106.6504
2023-09-30,29.2,17.7,0.0,33.4,46,20,Albuquerque,35.0844,-106.6504
2023-10-01,28.5,18.5,0.0,37.8,51,12,Albuquerque,35.0844,-106.6504
2023-10-02,27.5,15.6,0.7,45.4,49,39,Albuquerque,35.0844,-106.6504
2023-10-03,22.5,10.9,0.0,18.0,69,0,Albuquerque,35.0844,-106.6504
2023-10-04,23.9,9.8,0.0,17.1,60,5,Albuquerque,35.0844,-106.6504
2023-10-05,25.3,9.1,0.0,13.5,55,0,Albuquerque,35.0844,-106.6504
2023-10-06,26.5,10.0,0.0,39.1,68,9,Albuquerque,35.0844,-106.6504
2023-10-07,23.9,9.0,0.0,15.0,75,7,Albuquerque,35.0844,-106.6504
2023-10-08,26.6,13.3,0.0,12.9,50,16,Albuquerque,35.0844,-106.6504
2023-10-09,26.5,12.6,0.0,11.6,55,26,Albuquerque,35.0844,-106.6504
2023-10-10,26.0,13.5,0.0,13.9,45,19,Albuquerque,35.0844,-106.6504
2023-10-11,29.5,12.0,0.0,29.6,46,1,Albuquerque,35.0844,-106.6504
2023-10-12,20.1,9.5,0.0,25.8,47,3,Albuquerque,35.0844,-106.6504
2023-10-13,19.1,5.0,0.0,8.8,40,20,Albuquerque,35.0844,-106.6504
2023-10-14,23.5,6.1,0.0,10.7,48,14,Albuquerque,35.0844,-106.6504
2023-10-15,23.9,7.6,0.0,13.1,53,0,Albuquerque,35.0844,-106.6504
2023-10-16,24.4,6.9,0.0,10.4,60,0,Albuquerque,35.0844,-106.6504
2023-10-17,27.1,12.1,0.0,16.9,47,0,Albuquerque,35.0844,-106.6504
2023-10-18,29.0,10.9,0.0,20.1,38,1,Albuquerque,35.0844,-106.6504
2023-10-19,26.0,9.7,0.0,8.6,60,0,Albuquerque,35.0844,-106.6504
2023-10-20,27.2,10.8,0.0,9.3,36,0,Albuquerque,35.0844,-106.6504
2023-10-21,28.1,11.2,0.0,11.5,30,3,Albuquerque,35.0844,-106.6504
2023-10-22,27.2,13.0,0.0,21.0,33,0,Albuquerque,35.0844,-106.6504
2023-10-23,25.5,13.0,0.1,18.5,52,8,Albuquerque,35.0844,-106.6504
2023-10-24,23.5,14.5,0.2,11.8,67,72,Albuquerque,35.0844,-106.6504
2023-10-25,20.6,10.8,0.0,17.7,76,50,Albuquerque,35.0844,-106.6504
2023-10-26,21.8,8.1,0.0,16.9,79,4,Albuquerque,35.0844,-106.6504
2023-10-27,22.7,8.4,0.0,25.2,70,0,Albuquerque,35.0844,-106.6504
2023-10-28,23.9,9.5,0.0,27.1,60,17,Albuquerque,35.0844,-106.6504
2023-10-29,14.5,2.1,0.1,24.6,72,38,Albuquerque,35.0844,-106.6504
2023-10-30,9.6,-0.6,0.0,12.0,50,7,Albuquerque,35.0844,-106.6504
2023-10-31,13.2,-1.3,0.0,8.0,70,0,Albuquerque,35.0844,-106.6504
2023-11-01,15.2,1.9,0.0,12.0,34,5,Albuquerque,35.0844,-106.6504
2023-11-02,19.3,3.5,0.0,10.1,36,8,Albuquerque,35.0844,-106.6504
2023-11-03,21.2,4.9,0.0,10.8,32,22,Albuquerque,35.0844,-106.6504
2023-11-04,22.0,5.3,0.0,10.7,39,6,Albuquerque,35.0844,-106.6504
2023-11-05,22.8,6.2,0.0,12.6,49,40,Albuquerque,35.0844,-106.6504
2023-11-06,24.7,7.8,0.0,16.6,37,5,Albuquerque,35.0844,-106.6504
2023-11-07,23.7,8.1,0.0,15.3,45,0,Albuquerque,35.0844,-106.6504
2023-11-08,19.9,7.7,0.0,18.0,43,0,Albuquerque,35.0844,-106.6504
2023-11-09,13.4,6.0,0.0,18.6,59,56,Albuquerque,35.0844,-106.6504
2023-11-10,10.6,3.4,5.9,12.7,92,57,Albuquerque,35.0844,-106.6504
2023-11-11,13.2,1.2,0.0,8.2,93,8,Albuquerque,35.0844,-106.6504
2023-11-12,16.0,0.2,0.0,12.0,81,0,Albuquerque,35.0844,-106.6504
2023-11-13,15.6,0.7,0.0,8.7,83,0,Albuquerque,35.0844,-106.6504
2023-11-14,16.8,4.9,0.0,10.0,87,34,Albuquerque,35.0844,-106.6504
2023-11-15,18.4,4.5,0.0,10.7,80,84,Albuquerque,35.0844,-106.6504
2023-11-16,19.7,6.2,0.0,11.2,55,95,Albuquerque,35.0844,-106.6504
2023-11-17,19.4,8.8,0.0,9.8,73,60,Albuquerque,35.0844,-106.6504
2023-11-18,18.4,7.5,16.7,28.0,84,46,Albuquerque,35.0844,-106.6504
2023-11-19,13.0,4.3,12.0,22.4,96,58,Albuquerque,35.0844,-106.6504
2023-11-20,12.8,1.9,0.5,17.9,95,32,Albuquerque,35.0844,-106.6504
2023-11-21,11.2,-0.3,0.0,10.1,89,0,Albuquerque,35.0844,-106.6504
2023-11-22,12.3,-0.6,0.0,11.6,87,22,Albuquerque,35.0844,-106.6504
2023-11-23,11.8,1.7,0.0,18.4,75,65,Albuquerque,35.0844,-106.6504
2023-11-24,10.1,-1.4,5.2,23.2,79,27,Albuquerque,35.0844,-106.6504
2023-11-25,7.8,-1.7,2.6,23.0,83,42,Albuquerque,35.0844,-106.6504
2023-11-26,6.0,-3.1,0.0,14.5,71,8,Albuquerque,35.0844,-106.6504
2023-11-27,6.6,-3.6,0.0,15.0,69,78,Albuquerque,35.0844,-106.6504
2023-11-28,6.8,-5.6,0.0,12.3,68,39,Albuquerque,35.0844,-106.6504
2023-11-29,9.7,-3.1,0.0,8.8,79,32,Albuquerque,35.0844,-106.6504
2023-11-30,3.9,0.7,11.3,8.9,98,97,Albuquerque,35.0844,-106.6504
2023-12-01,8.1,-0.1,1.8,16.9,92,50,Albuquerque,35.0844,-106.6504
2023-12-02,6.4,-3.1,0.0,24.8,84,27,Albuquerque,35.0844,-106.6504
2023-12-03,8.2,-3.7,0.0,16.1,81,29,Albuquerque,35.0844,-106.6504
2023-12-04,9.4,-2.0,0.0,19.2,76,40,Albuquerque,35.0844,-106.6504
2023-12-05,10.0,-1.1,0.0,16.1,77,0,Albuquerque,35.0844,-106.6504
2023-12-06,11.3,-2.1,0.0,10.8,77,0,Albuquerque,35.0844,-106.6504
2023-12-07,14.0,-0.1,0.0,11.9,70,42,Albuquerque,35.0844,-106.6504
2023-12-08,11.3,-0.5,0.0,26.5,71,10,Albuquerque,35.0844,-106.6504
2023-12-09,3.7,-4.0,0.0,20.6,66,0,Albuquerque,35.0844,-106.6504
2023-12-10,5.5,-4.4,0.0,10.3,63,30,Albuquerque,35.0844,-106.6504
2023-12-11,8.7,-3.5,0.0,10.4,58,98,Albuquerque,35.0844,-106.6504
2023-12-12,10.3,-1.1,0.0,10.3,68,100,Albuquerque,35.0844,-106.6504
2023-12-13,8.6,0.8,9.4,23.3,86,98,Albuquerque,35.0844,-106.6504
2023-12-14,7.3,1.2,6.1,10.2,95,54,Albuquerque,35.0844,-106.6504
2023-12-15,7.2,-1.3,0.0,21.3,91,18,Albuquerque,35.0844,-106.6504
2023-12-16,7.0,-3.8,0.0,12.7,83,35,Albuquerque,35.0844,-106.6504
2023-12-17,10.4,-2.6,0.0,15.7,79,50,Albuquerque,35.0844,-106.6504
2023-12-18,10.6,-2.8,0.0,9.7,74,77,Albuquerque,35.0844,-106.6504
2023-12-19,11.2,0.1,0.0,8.6,68,93,Albuquerque,35.0844,-106.6504
2023-12-20,9.5,-0.2,1.8,10.8,94,75,Albuquerque,35.0844,-106.6504
2023-12-21,9.9,0.8,0.0,9.4,94,14,Albuquerque,35.0844,-106.6504
2023-12-22,11.0,-0.6,1.7,10.0,93,76,Albuquerque,35.0844,-106.6504
2023-12-23,9.0,1.3,18.4,14.4,96,90,Albuquerque,35.0844,-106.6504
2023-12-24,7.0,-1.2,0.1,22.7,96,10,Albuquerque,35.0844,-106.6504
2023-12-25,3.4,-4.1,0.0,18.0,66,2,Albuquerque,35.0844,-106.6504
2023-12-26,4.9,-4.1,0.0,33.3,50,6,Albuquerque,35.0844,-106.6504
2023-12-27,5.7,-3.3,0.0,18.4,69,0,Albuquerque,35.0844,-106.6504
2023-12-28,6.1,-3.8,0.0,17.7,72,34,Albuquerque,35.0844,-106.6504
2023-12-29,6.9,-4.1,0.0,7.9,74,0,Albuquerque,35.0844,-106.6504
2023-12-30,6.3,-3.7,0.0,10.3,68,72,Albuquerque,35.0844,-106.6504
2023-12-31,8.6,-3.3,0.0,10.8,64,11,Albuquerque,35.0844,-106.6504
2024-01-01,8.3,-3.0,0.0,11.4,75,64,Albuquerque,35.0844,-106.6504
2024-01-02,8.7,-2.7,0.0,17.4,75,40,Albuquerque,35.0844,-106.6504
2024-01-03,8.1,-4.3,0.0,9.9,75,45,Albuquerque,35.0844,-106.6504
2024-01-04,3.7,-0.4,7.9,23.0,96,100,Albuquerque,35.0844,-106.6504
2024-01-05,3.7,-4.6,0.2,13.0,94,54,Albuquerque,35.0844,-106.6504
2024-01-06,2.9,-4.7,0.2,11.6,75,54,Albuquerque,35.0844,-106.6504
2024-01-07,5.0,-4.3,2.6,17.9,90,100,Albuquerque,35.0844,-106.6504
2024-01-08,-1.6,-10.0,0.9,25.6,84,52,Albuquerque,35.0844,-106.6504
2024-01-09,-1.1,-10.7,0.0,20.1,68,14,Albuquerque,35.0844,-106.6504
2024-01-10,4.6,-7.6,0.0,12.7,68,18,Albuquerque,35.0844,-106.6504
2024-01-11,3.1,-6.4,0.4,28.3,69,46,Albuquerque,35.0844,-106.6504
2024-01-12,0.5,-12.2,0.0,20.2,69,4,Albuquerque,35.0844,-106.6504
2024-01-13,3.9,-4.5,0.0,13.5,70,38,Albuquerque,35.0844,-106.6504
2024-01-14,9.9,-2.8,0.0,20.1,78,49,Albuquerque,35.0844,-106.6504
2024-01-15,7.9,-4.1,0.0,12.0,83,33,Albuquerque,35.0844,-106.6504
2024-01-16,6.0,-4.8,0.0,16.7,77,2,Albuquerque,35.0844,-106.6504
2024-01-17,9.3,-3.7,0.0,11.4,68,52,Albuquerque,35.0844,-106.6504
2024-01-18,10.4,-1.1,0.0,24.8,83,44,Albuquerque,35.0844,-106.6504
2024-01-19,8.9,-2.7,0.0,9.4,81,66,Albuquerque,35.0844,-106.6504
2024-01-20,10.8,0.2,0.0,10.3,74,97,Albuquerque,35.0844,-106.6504
2024-01-21,8.1,2.7,0.2,12.5,77,100,Albuquerque,35.0844,-106.6504
2024-01-22,9.6,0.8,0.9,8.9,89,83,Albuquerque,35.0844,-106.6504
2024-01-23,7.3,-1.6,0.7,7.7,89,80,Albuquerque,35.0844,-106.6504
2024-01-24,9.1,0.3,1.1,9.1,94,68,Albuquerque,35.0844,-106.6504
2024-01-25,9.2,-0.0,0.7,11.3,92,88,Albuquerque,35.0844,-106.6504
2024-01-26,9.3,-0.5,1.9,21.1,95,46,Albuquerque,35.0844,-106.6504
2024-01-27,9.0,-1.6,0.0,13.2,93,7,Albuquerque,35.0844,-106.6504
2024-01-28,9.8,-3.0,0.0,10.2,79,44,Albuquerque,35.0844,-106.6504
2024-01-29,11.8,-1.5,0.0,10.6,79,91,Albuquerque,35.0844,-106.6504
2024-01-30,14.1,-1.6,0.0,8.7,79,44,Albuquerque,35.0844,-106.6504
2024-01-31,13.6,1.1,0.0,13.8,75,64,Albuquerque,35.0844,-106.6504
2024-02-01,14.5,1.5,0.0,10.4,86,44,Albuquerque,35.0844,-106.6504
2024-02-02,9.7,-0.0,3.4,23.5,93,74,Albuquerque,35.0844,-106.6504
2024-02-03,8.8,-0.7,0.0,37.4,77,50,Albuquerque,35.0844,-106.6504
2024-02-04,9.1,-2.5,0.0,27.9,73,0,Albuquerque,35.0844,-106.6504
2024-02-05,11.8,-2.2,0.0,9.8,65,66,Albuquerque,35.0844,-106.6504
2024-02-06,13.6,3.3,0.7,24.8,58,99,Albuquerque,35.0844,-106.6504
2024-02-07,10.7,1.8,6.8,28.9,94,59,Albuquerque,35.0844,-106.6504
2024-02-08,9.6,-0.0,0.3,17.8,73,68,Albuquerque,35.0844,-106.6504
2024-02-09,7.0,-3.8,0.6,22.5,69,40,Albuquerque,35.0844,-106.6504
2024-02-10,5.0,-2.4,4.3,12.9,87,95,Albuquerque,35.0844,-106.6504
2024-02-11,5.3,-3.0,0.0,19.2,81,34,Albuquerque,35.0844,-106.6504
2024-02-12,6.6,-5.1,0.0,12.1,68,0,Albuquerque,35.0844,-106.6504
2024-02-13,9.7,-3.3,0.0,10.4,68,38,Albuquerque,35.0844,-106.6504
2024-02-14,12.6,-1.0,0.0,15.9,70,19,Albuquerque,35.0844,-106.6504
2024-02-15,14.1,-2.0,0.0,12.0,68,12,Albuquerque,35.0844,-106.6504
2024-02-16,12.4,-0.8,0.0,10.4,82,5,Albuquerque,35.0844,-106.6504
2024-02-17,9.8,-2.0,0.0,15.5,83,34,Albuquerque,35.0844,-106.6504
2024-02-18,11.5,-3.1,0.0,9.4,86,27,Albuquerque,35.0844,-106.6504
2024-02-19,15.2,-0.7,0.0,10.2,79,25,Albuquerque,35.0844,-106.6504
2024-02-20,17.6,4.6,0.0,12.0,52,75,Albuquerque,35.0844,-106.6504
2024-02-21,18.9,7.6,0.0,35.1,42,69,Albuquerque,35.0844,-106.6504
2024-02-22,14.5,1.2,0.0,24.1,78,25,Albuquerque,35.0844,-106.6504
2024-02-23,14.0,-0.3,0.0,17.6,60,67,Albuquerque,35.0844,-106.6504
2024-02-24,15.9,-1.8,0.0,10.9,55,39,Albuquerque,35.0844,-106.6504
2024-02-25,19.4,6.1,0.6,11.4,55,62,Albuquerque,35.0844,-106.6504
2024-02-26,21.4,8.6,0.0,41.3,45,96,Albuquerque,35.0844,-106.6504
2024-02-27,17.3,6.0,0.0,46.5,52,84,Albuquerque,35.0844,-106.6504
2024-02-28,13.7,-1.0,0.0,19.8,42,17,Albuquerque,35.0844,-106.6504
2024-02-29,14.5,0.3,0.0,17.3,67,33,Albuquerque,35.0844,-106.6504
2024-03-01,18.4,1.3,0.0,11.4,81,10,Albuquerque,35.0844,-106.6504
2024-03-02,20.2,0.4,0.0,29.5,48,2,Albuquerque,35.0844,-106.6504
2024-03-03,20.5,6.3,0.0,31.0,31,18,Albuquerque,35.0844,-106.6504
2024-03-04,17.6,4.2,0.0,15.0,63,0,Albuquerque,35.0844,-106.6504
2024-03-05,17.4,1.4,0.0,15.5,70,16,Albuquerque,35.0844,-106.6504
2024-03-06,18.1,3.8,0.0,23.4,45,89,Albuquerque,35.0844,-106.6504
2024-03-07,14.7,2.8,0.1,25.3,54,26,Albuquerque,35.0844,-106.6504
2024-03-08,10.0,1.0,10.2,20.7,78,64,Albuquerque,35.0844,-106.6504
2024-03-09,10.6,0.3,0.0,13.8,65,22,Albuquerque,35.0844,-106.6504
2024-03-10,13.9,-1.2,0.0,9.3,78,0,Albuquerque,35.0844,-106.6504
2024-03-11,16.6,0.4,0.0,17.7,50,49,Albuquerque,35.0844,-106.6504
2024-03-12,19.4,4.3,0.0,20.6,51,55,Albuquerque,35.0844,-106.6504
2024-03-13,12.9,5.2,5.7,21.2,58,84,Albuquerque,35.0844,-106.6504
2024-03-14,13.8,1.3,2.1,37.5,84,68,Albuquerque,35.0844,-106.6504
2024-03-15,9.3,5.0,1.0,43.7,78,98,Albuquerque,35.0844,-106.6504
2024-03-16,13.1,3.3,17.2,14.7,100,78,Albuquerque,35.0844,-106.6504
2024-03-17,9.9,1.9,10.4,20.8,100,87,Albuquerque,35.0844,-106.6504
2024-03-18,14.7,-0.6,0.0,18.6,95,16,Albuquerque,35.0844,-106.6504
2024-03-19,14.7,0.2,0.0,9.2,87,14,Albuquerque,35.0844,-106.6504
2024-03-20,14.2,1.5,0.7,9.2,89,12,Albuquerque,35.0844,-106.6504
2024-03-21,18.0,2.8,0.0,24.7,78,3,Albuquerque,35.0844,-106.6504
2024-03-22,19.0,3.0,0.0,9.7,64,27,Albuquerque,35.0844,-106.6504
2024-03-23,19.6,7.9,0.0,28.8,54,88,Albuquerque,35.0844,-106.6504
2024-03-24,11.0,3.8,1.3,39.5,66,75,Albuquerque,35.0844,-106.6504
2024-03-25,10.8,1.1,2.4,22.4,69,83,Albuquerque,35.0844,-106.6504
2024-03-26,10.2,-0.1,0.5,21.9,80,50,Albuquerque,35.0844,-106.6504
2024-03-27,11.7,-2.4,0.2,29.5,85,0,Albuquerque,35.0844,-106.6504
2024-03-28,17.9,1.2,0.0,19.2,50,35,Albuquerque,35.0844,-106.6504
2024-03-29,20.9,6.4,0.0,23.8,55,41,Albuquerque,35.0844,-106.6504
2024-03-30,24.0,7.8,0.0,34.7,51,23,Albuquerque,35.0844,-106.6504
2024-03-31,20.9,6.3,0.4,43.1,59,57,Albuquerque,35.0844,-106.6504
2024-04-01,11.9,2.0,6.8,17.2,91,81,Albuquerque,35.0844,-106.6504
2024-04-02,15.4,0.4,0.0,13.3,89,6,Albuquerque,35.0844,-106.6504
2024-04-03,19.5,2.2,0.0,13.4,61,0,Albuquerque,35.0844,-106.6504
2024-04-04,22.8,4.9,0.0,26.3,46,14,Albuquerque,35.0844,-106.6504
2024-04-05,23.5,8.4,0.0,40.7,26,60,Albuquerque,35.0844,-106.6504
2024-04-06,11.0,2.8,0.5,39.3,56,34,Albuquerque,35.0844,-106.6504
2024-04-07,16.3,0.3,0.0,14.3,45,14,Albuquerque,35.0844,-106.6504
2024-04-08,18.9,2.3,0.0,39.2,44,95,Albuquerque,35.0844,-106.6504
2024-04-09,16.1,5.7,0.3,26.4,57,58,Albuquerque,35.0844,-106.6504
2024-04-10,20.2,3.1,0.0,19.4,67,0,Albuquerque,35.0844,-106.6504
2024-04-11,21.9,3.3,0.0,11.2,61,0,Albuquerque,35.0844,-106.6504
2024-04-12,27.1,9.1,0.0,34.3,26,14,Albuquerque,35.0844,-106.6504
2024-04-13,25.1,10.8,0.0,18.4,28,4,Albuquerque,35.0844,-106.6504
2024-04-14,25.2,9.9,0.0,23.0,26,30,Albuquerque,35.0844,-106.6504
2024-04-15,19.5,9.1,0.0,44.9,30,18,Albuquerque,35.0844,-106.6504
2024-04-16,22.3,4.6,0.0,24.0,48,3,Albuquerque,35.0844,-106.6504
2024-04-17,26.8,10.1,0.0,28.0,34,0,Albuquerque,35.0844,-106.6504
2024-04-18,27.7,10.0,0.0,20.6,35,64,Albuquerque,35.0844,-106.6504
2024-04-19,26.7,8.8,0.2,26.8,62,74,Albuquerque,35.0844,-106.6504
2024-04-20,23.6,11.0,0.0,34.7,56,43,Albuquerque,35.0844,-106.6504
2024-04-21,23.9,8.2,0.0,17.4,73,9,Albuquerque,35.0844,-106.6504
2024-04-22,26.7,11.4,0.0,23.5,51,28,Albuquerque,35.0844,-106.6504
2024-04-23,29.9,13.2,0.0,28.3,37,33,Albuquerque,35.0844,-106.6504
2024-04-24,27.2,11.1,0.0,30.4,70,44,Albuquerque,35.0844,-106.6504
2024-04-25,23.6,11.8,0.0,31.8,25,34,Albuquerque,35.0844,-106.6504
2024-04-26,23.4,7.6,0.0,27.3,57,47,Albuquerque,35.0844,-106.6504
2024-04-27,17.6,5.4,6.0,26.8,93,41,Albuquerque,35.0844,-106.6504
2024-04-28,19.6,4.5,0.4,15.8,85,34,Albuquerque,35.0844,-106.6504
2024-04-29,24.0,7.5,0.0,18.3,69,3,Albuquerque,35.0844,-106.6504
2024-04-30,26.5,9.2,0.0,14.8,45,0,Albuquerque,35.0844,-106.6504
2024-05-01,29.2,11.6,0.0,24.5,29,32,Albuquerque,35.0844,-106.6504
2024-05-02,26.0,11.8,0.0,24.4,39,14,Albuquerque,35.0844,-106.6504
2024-05-03,28.4,9.4,0.0,31.8,25,8,Albuquerque,35.0844,-106.6504
2024-05-04,25.0,12.0,0.0,28.7,38,60,Albuquerque,35.0844,-106.6504
2024-05-05,28.2,11.2,0.0,38.6,79,67,Albuquerque,35.0844,-106.6504
2024-05-06,22.2,9.3,0.0,33.6,42,18,Albuquerque,35.0844,-106.6504
2024-05-07,26.2,7.8,0.0,36.3,24,8,Albuquerque,35.0844,-106.6504
2024-05-08,24.6,10.5,0.2,30.4,25,17,Albuquerque,35.0844,-106.6504
2024-05-09,24.4,7.6,0.0,38.1,46,34,Albuquerque,35.0844,-106.6504
2024-05-10,24.3,12.0,0.1,48.4,55,54,Albuquerque,35.0844,-106.6504
2024-05-11,23.1,12.1,2.8,31.2,79,60,Albuquerque,35.0844,-106.6504
2024-05-12,22.6,7.9,0.0,26.7,89,45,Albuquerque,35.0844,-106.6504
2024-05-13,25.9,8.3,0.0,18.6,68,22,Albuquerque,35.0844,-106.6504
2024-05-14,29.4,11.0,0.0,21.4,54,36,Albuquerque,35.0844,-106.6504
2024-05-15,27.8,12.3,2.2,20.5,72,36,Albuquerque,35.0844,-106.6504
2024-05-16,19.8,12.0,6.1,9.4,88,69,Albuquerque,35.0844,-106.6504
2024-05-17,27.1,11.2,0.0,14.8,80,11,Albuquerque,35.0844,-106.6504
2024-05-18,29.0,11.9,0.0,17.7,46,28,Albuquerque,35.0844,-106.6504
2024-05-19,29.0,15.1,0.0,27.4,42,4,Albuquerque,35.0844,-106.6504
2024-05-20,30.9,11.7,0.0,43.9,30,37,Albuquerque,35.0844,-106.6504
2024-05-21,27.5,11.1,0.0,30.7,47,0,Albuquerque,35.0844,-106.6504
2024-05-22,29.5,10.1,0.0,25.6,44,2,Albuquerque,35.0844,-106.6504
2024-05-23,29.3,12.5,0.0,24.9,21,0,Albuquerque,35.0844,-106.6504
2024-05-24,30.3,12.7,0.0,22.6,23,29,Albuquerque,35.0844,-106.6504
2024-05-25,29.2,14.3,0.0,35.7,20,6,Albuquerque,35.0844,-106.6504
2024-05-26,28.3,12.9,0.0,28.2,32,5,Albuquerque,35.0844,-106.6504
2024-05-27,30.8,12.7,0.0,17.6,32,20,Albuquerque,35.0844,-106.6504
2024-05-28,32.3,13.2,0.0,39.2,56,22,Albuquerque,35.0844,-106.6504
2024-05-29,30.4,17.8,0.0,30.7,72,46,Albuquerque,35.0844,-106.6504
2024-05-30,31.4,15.5,0.0,12.2,38,13,Albuquerque,35.0844,-106.6504
2024-05-31,32.4,14.1,0.0,15.1,58,18,Albuquerque,35.0844,-106.6504
2024-06-01,33.1,15.5,0.0,19.0,61,6,Albuquerque,35.0844,-106.6504
2024-06-02,33.4,16.5,0.0,27.4,16,1,Albuquerque,35.0844,-106.6504
2024-06-03,33.1,16.5,0.0,22.1,15,21,Albuquerque,35.0844,-106.6504
2024-06-04,34.0,19.4,0.0,27.8,19,67,Albuquerque,35.0844,-106.6504
